f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,y
0.5035,0.43,-0.3216,0.2416,0.5984,0.2475,0.4917,0.0798,1.1037,0.0593,0
-0.198,0.1985,0.9224,1.1282,-1.3958,0.9966,-0.3933,0.8758,-0.8151,1.3674,0
-0.2631,-0.147,-0.3131,-1.3479,0.3402,-0.2893,-0.8661,-0.3519,-0.4636,-0.8124,0
-0.7305,-0.6616,-0.9107,-0.1392,-0.4186,-0.4304,0.334,-1.0882,-1.912,-0.0144,0
0.7402,0.5064,1.061,3.5875,0.1434,1.1195,0.9382,0.2966,-0.6676,-0.1338,1
-0.504,0.9049,0.4021,-0.98,-1.1697,0.4,-1.2973,0.6901,0.6017,0.8241,0
-0.2096,-2.0218,0.2984,0.7546,0.9025,1.9781,-1.6624,-0.3002,2.2687,0.4074,0
-0.0285,-1.1023,-0.2112,1.248,0.6693,1.7164,1.2384,-1.085,0.2059,1.78,0
-0.3369,1.8507,0.0389,0.2142,-0.6128,0.9007,-0.6452,3.377,-0.4327,-1.0651,0
0.5154,-0.1086,2.8124,0.3383,0.7173,-0.2588,-0.8348,-0.3885,-0.6828,3.818,1
0.7642,-0.6516,-0.9387,-0.0722,-0.1029,1.0232,0.6573,0.8741,-0.3102,0.2681,0
0.3143,2.6743,0.1521,0.4195,-0.67,-0.4814,0.9837,-1.484,0.0884,-0.6792,0
0.4635,-1.3457,1.0674,1.6621,-0.8088,-2.1602,0.2057,-0.6931,0.1928,-0.7193,0
0.1893,0.0575,0.7484,-0.0297,0.0349,0.9164,0.2218,2.1264,0.8582,1.2144,0
1.2659,-1.2428,-1.2451,0.8385,-1.5095,-0.585,0.0719,-0.3268,0.0587,-0.7188,0
-0.4168,-0.8102,0.9253,-0.8814,2.5306,-0.6536,0.4904,1.7903,0.5963,-0.5378,1
0.9996,2.1654,1.8399,0.0148,-1.4353,-1.1328,-1.1861,-1.7445,-0.2477,1.7598,0
-0.7899,1.6174,-0.0046,-0.8717,2.0233,-0.9032,0.6438,-0.8502,0.0166,-0.5785,0
0.2557,-2.1119,-0.5735,-0.186,0.5846,-0.5105,0.7364,0.5812,-0.6292,-0.5103,0
-0.3272,0.9801,1.2704,1.1602,-0.7965,-0.0007,1.7338,0.1072,-0.6809,-0.4455,0
-0.8549,-0.5372,-0.2637,-0.4842,-0.3718,1.034,2.5079,0.1546,0.037,0.5446,0
-1.3603,-0.6044,0.6542,-0.0482,0.8159,1.6787,0.0397,0.3327,0.2017,0.1324,0
0.9664,0.9666,-1.3583,0.3517,1.186,0.9312,-1.9921,1.9316,1.1559,0.8707,0
1.6016,0.1896,0.0556,0.3693,0.5172,1.2308,0.5884,-1.2644,1.1046,0.2144,0
1.4427,-0.3945,-2.0011,-1.2994,1.3963,0.5879,0.5293,-0.0934,0.6224,0.0574,0
-2.5803,0.9495,-0.4709,0.0758,1.2981,-1.6031,1.0676,0.7114,0.2948,-0.4014,0
0.4631,0.708,0.9356,1.5742,-1.2895,2.1929,0.2707,-2.191,0.1392,-0.1936,0
0.5946,0.1663,1.7247,0.913,1.4306,1.4116,-0.463,-0.2569,0.1972,0.3966,1
1.2798,1.2255,0.1659,0.1837,-0.4564,-1.8662,-1.1855,0.2928,-0.6623,-0.1027,0
-2.0708,0.0298,0.1716,0.2825,-0.7467,1.848,-0.4999,-0.0585,-0.0916,0.2395,0
-1.0342,-1.3252,-0.7315,-0.784,-0.478,0.4227,0.4605,0.999,0.4175,0.3892,0
-1.6805,0.0826,0.142,-0.2951,0.3973,-0.7118,0.7146,-0.4463,-0.9096,0.5047,0
1.2118,-2.5102,1.1958,1.3663,-1.0402,-0.5841,0.5018,-0.6225,0.3745,-1.258,0
-0.0774,0.2515,1.7483,0.232,-0.9669,-0.9544,0.9604,-1.5003,0.5102,0.0647,0
-0.1463,-0.938,0.1726,0.8707,1.1965,-1.7071,-0.9154,0.155,1.0272,0.0136,0
-0.1131,-0.5993,-0.1019,0.1415,-0.5856,0.1079,-0.7774,0.1147,-1.4516,-0.8526,0
1.5908,-0.6185,1.4847,1.106,-2.208,0.0674,0.2905,0.9109,0.2325,0.1772,0
-1.2136,-1.2018,-0.5271,-0.8383,0.0205,-1.2689,-2.3089,0.0136,-0.4618,0.2886,0
0.5144,-0.3936,-1.649,-0.1061,-0.295,-1.4097,-0.2366,-0.0231,0.1741,0.1257,0
-0.718,-0.6289,0.6256,-1.1649,-0.3913,0.0761,0.4922,-1.0133,1.5903,-0.6562,0
-0.7079,0.3312,-1.0226,-0.266,1.027,1.0969,0.2587,0.0044,1.032,-0.2237,0
2.4953,0.8916,-0.2063,2.5771,0.5343,-1.1187,0.379,0.3944,0.8282,-1.96,0
0.1139,-1.2175,1.0682,-0.5397,-0.4655,1.9006,-0.2106,-0.6691,-0.5386,-0.1325,0
0.121,-0.0724,1.0532,1.0015,0.5282,-0.2572,-2.6457,0.382,1.8925,-1.2845,0
1.8287,0.3673,0.1767,2.1845,2.3933,0.3227,-0.4089,-0.4563,-0.0314,-0.0402,1
2.5799,1.3459,2.1394,0.7253,-0.129,1.169,1.0663,-1.1158,-1.0636,-1.6939,1
-0.5895,0.7816,-1.7808,1.0035,-0.0095,0.1543,0.6271,-1.2832,-0.9649,0.2637,0
-1.6628,0.751,-1.7209,0.1114,0.524,0.9845,0.5496,-0.3458,0.7461,-2.4375,0
1.7166,0.6664,1.5725,1.0382,-0.1275,0.9747,-0.1001,0.1187,1.326,0.979,1
1.8592,1.9477,0.6923,-0.0874,-0.445,1.0909,-0.5985,-0.3329,0.7258,1.5716,1
-0.6326,0.9606,-2.2606,-0.0865,0.8665,-0.303,-0.2885,-0.7159,0.3499,0.378,0
-0.8907,1.6891,0.3276,0.9739,0.7235,-0.0134,-0.2691,0.9386,1.5667,-1.9944,0
0.1566,0.7466,1.1681,1.2336,-1.2133,-0.122,-2.0609,0.3535,0.07,-1.1427,0
0.4211,-1.5196,-0.1628,-0.6267,-0.445,-2.1339,1.2221,0.2735,1.843,-1.6824,0
-0.1675,0.0731,0.4924,-0.9084,-0.6033,-0.3136,-0.9143,0.5014,-0.7139,-1.8284,0
-0.5113,-0.0725,-0.3395,-0.6855,1.4424,-0.7846,0.0051,-0.5924,-0.0122,0.4825,0
2.8744,0.2454,-1.1247,1.5329,3.2911,0.3044,0.083,-0.863,-0.5257,-0.1938,1
-1.0128,1.0684,1.421,1.9976,-1.1759,0.8568,-1.4972,0.2036,-0.1166,1.9269,0
-0.5561,0.2118,0.1963,-0.7155,0.952,0.4869,-2.4257,0.5378,0.7451,0.2837,0
-0.5996,-2.1763,0.5026,-0.4892,-0.9493,0.9841,-1.1091,0.768,-0.9569,-0.3504,0
1.5853,-0.5141,-0.074,0.6952,0.3735,-0.9172,-1.8771,0.482,1.7852,-0.2,0
-1.42,1.2968,-1.5494,-0.5837,-0.6851,-0.5492,-0.8299,1.7083,-1.5973,-0.2932,0
-1.2327,1.3339,-1.5242,-0.2561,-0.774,0.5607,0.7399,0.1366,0.356,0.8278,0
-0.6416,0.6317,-0.1308,-0.505,-1.2344,0.2387,0.3576,0.8262,0.5447,-2.4365,0
-2.6593,-2.1293,-0.5647,-0.9617,2.8616,-0.7487,-1.3106,2.059,-2.3285,-0.1339,0
1.0902,-2.2712,0.2269,-2.1135,-1.3334,1.2655,-0.1203,-0.8281,2.2648,1.4252,0
2.4479,1.9542,0.3491,0.3318,-1.0474,0.5187,1.2083,1.1823,0.2824,-0.4058,1
0.385,-0.108,1.0625,0.4006,1.5236,-1.3258,0.8403,-0.4679,0.0509,0.7995,0
-2.5518,1.51,-1.1363,2.0234,1.4517,-1.7525,-1.1872,0.5744,-1.3737,-0.5442,0
-0.3351,-0.5036,-1.115,0.1471,-0.3928,-0.0193,1.1268,-0.0017,1.7276,-0.691,0
1.1956,-0.8917,0.969,0.544,-0.6317,1.2947,-1.2035,-0.1873,2.2377,-0.5538,1
-1.0454,-1.3764,1.0697,0.2342,-0.6103,-0.1506,0.9782,2.0832,-0.0647,0.2029,0
0.8256,0.3759,-1.939,-0.8375,-0.5588,0.5627,-1.0487,0.6973,-1.7271,-0.4774,0
0.8775,1.9223,1.7741,-0.4832,1.1365,-0.2981,0.0373,-0.2164,-1.4437,0.208,1
-0.9994,-1.1258,-0.8871,-1.5695,-0.297,0.0988,1.0386,-0.1042,-1.5666,-0.5473,0
2.4993,2.6382,-0.0169,1.3926,0.8889,-0.1972,0.5008,-0.1434,0.3065,-0.7269,0
-0.0085,0.4014,-0.139,-0.3789,-1.0824,1.4514,0.3368,-1.1718,0.589,-0.0854,0
0.4623,0.567,-0.6766,-1.6073,0.3752,-0.7841,1.4054,-0.2154,0.1909,3.0101,0
-1.2672,0.2516,1.3234,0.814,0.4136,-0.1662,-1.5276,0.0278,-1.6157,1.0031,0
0.4143,-1.3439,-0.8288,-1.6657,-0.3195,-1.25,1.4289,0.9202,2.4431,0.6274,0
-1.4354,0.808,0.5292,0.0249,-0.9809,0.2872,-1.8029,-0.0405,-0.4316,-1.9072,0
0.7859,1.5005,0.3289,0.0507,-1.3859,0.0029,-0.5199,-0.2088,0.473,-0.6716,0
0.6548,-1.3442,0.1434,0.6237,0.4516,-0.7437,0.3971,-0.5179,1.3289,-0.031,0
0.4897,-0.5711,0.3083,-0.9194,0.5379,1.3174,0.5787,0.7543,-0.193,1.2847,0
-0.0555,0.8539,-1.1097,0.6123,1.6811,-0.2314,-0.2515,0.4983,0.3822,-1.401,0
0.5247,2.273,-0.3915,0.7857,-1.1779,-0.4966,0.2471,-0.0715,0.5645,0.4556,0
-1.5621,-0.7678,1.1519,1.0348,-0.8524,0.2806,0.4401,0.6574,-0.1299,1.533,0
-2.6741,0.1416,0.1641,-0.3595,0.165,1.1879,-0.2045,0.6632,-0.7893,-1.1646,0
-0.3112,1.6622,-0.1994,0.3877,0.2425,1.3133,1.0486,-0.1316,0.2914,-1.9187,0
-0.1164,0.4232,1.1937,-0.1563,0.0646,0.1325,1.3875,1.5586,0.0666,1.4618,0
-0.0211,-1.5708,-0.5396,-0.3328,-1.3057,-0.3725,0.6456,0.3819,0.1772,-0.2115,0
1.8196,1.7826,-0.4265,0.669,-1.0187,1.6501,-0.0402,0.295,0.564,0.7809,0
1.3327,-1.2898,0.5218,-1.1018,1.4944,-1.2699,-1.3783,-0.2752,-0.7531,1.5873,0
1.5174,0.2391,0.433,-1.1435,-0.8789,-0.2007,-0.8134,0.0717,-0.0825,0.8128,0
1.3903,-0.9228,0.2817,-0.2496,0.8425,-0.7454,-0.0278,-0.3123,-0.6729,1.3797,0
2.2073,0.2634,-0.1019,2.7278,-1.776,-1.3082,1.1539,-0.1382,-0.4395,1.5442,0
0.1406,0.7111,0.4497,0.5467,-0.2025,-0.2747,0.259,-0.7329,1.8365,-0.6736,0
1.5107,0.839,0.8954,1.9414,1.1293,0.3434,1.1241,2.2291,0.6689,0.2638,0
0.6424,1.3091,-0.2678,-1.4769,-0.5052,0.2306,0.0113,0.5453,1.5544,-0.1629,0
0.5954,-0.7851,-0.3378,0.4672,0.5535,0.1696,0.6421,1.0079,0.2099,0.0409,0
0.6816,0.8652,0.6356,0.6123,-0.9489,0.0485,0.479,0.2718,-0.0388,-1.1506,0
1.1853,0.9398,0.3005,-0.0857,-0.7328,-1.4144,0.173,1.1682,-0.215,1.1609,0
-0.6912,-0.0225,1.1027,0.1889,0.6573,-0.0431,0.5135,-0.8845,0.9494,1.3535,0
0.4908,-0.2757,-0.8686,1.4103,0.1726,-1.1504,0.8613,2.4887,-2.1054,-1.2315,0
-0.3966,1.0753,1.3558,0.1798,0.1122,-0.2547,0.2224,0.4299,0.412,1.8473,0
1.7601,1.1713,-2.1328,0.3092,-0.3733,0.3972,-1.1971,0.2585,0.4558,-0.0773,0
-0.2364,0.7926,-0.4429,0.4076,-0.6369,-0.9563,0.435,-0.7781,1.0419,1.2265,0
0.3893,-1.9501,2.3105,0.5229,1.0102,-0.4941,0.8015,0.5188,0.7968,-0.377,0
1.4488,0.6464,2.5073,1.4939,0.4088,1.6684,0.4346,0.7853,1.291,0.2719,1
0.9843,-0.4193,0.0681,1.052,-0.8448,-2.013,0.4939,0.6902,1.2003,-1.5557,0
0.771,1.0442,-0.2643,2.5354,-1.524,0.568,-1.3628,1.5103,-0.7704,-0.9576,1
1.1354,0.8757,0.5194,-0.6117,-0.0171,1.641,1.0445,0.2382,-0.5079,0.0369,0
0.2396,-0.3698,-0.2116,-1.4478,-2.0344,1.1231,0.2313,0.3029,-2.1572,-2.1965,0
-1.7164,-1.0769,0.5448,1.1968,0.2483,-0.0181,2.7402,-0.9203,-0.5298,-1.4721,0
0.0858,-1.2413,0.5543,0.2613,0.2718,0.2434,-0.0114,-0.0541,-0.1548,-1.5064,0
0.394,-0.9219,-0.3497,-0.9299,0.4884,0.0545,0.479,1.3297,0.8076,0.5632,0
0.986,0.9933,0.4511,1.3102,-0.0396,-1.1115,-0.5253,0.8234,0.7162,-0.8301,0
0.9266,0.4241,0.6464,-0.8669,0.1798,0.4511,-1.0012,-0.0648,0.7132,-0.7464,0
0.5735,0.2198,0.2662,0.0182,1.3755,0.0299,-0.9503,0.8333,-1.644,2.0382,0
-0.2655,0.852,0.9351,0.7191,0.3102,-0.3281,-1.794,-0.1224,0.8712,-0.5994,0
-0.2247,-2.9422,2.0355,-2.3836,-0.7803,-1.0697,2.0344,0.3136,-2.1719,0.6204,0
-1.039,0.7131,-0.68,1.9764,-0.6646,-0.0174,0.0137,-0.5654,1.4285,0.9442,0
-0.4528,1.0507,1.012,-0.0336,-1.1827,0.3892,-0.3409,0.0242,-0.7348,1.6361,0
0.8995,-0.7476,-1.0674,1.1124,1.1643,1.4952,-0.0446,-0.2371,-0.6109,1.5833,0
0.4377,0.9545,-1.7573,-0.1465,-0.0857,-0.5331,-2.0346,-1.3406,-0.4855,2.0081,0
-0.4074,1.0946,0.5059,1.4651,-0.4379,0.0931,-0.3895,1.2108,-0.8063,0.8113,0
-0.557,-0.2104,-0.9645,-0.8329,-0.8285,0.4049,-1.661,2.1143,0.4519,1.4307,0
-0.632,-1.5321,3.3019,0.085,0.4898,0.4772,-0.0622,1.2716,-0.4517,-1.5443,0
1.2428,1.0113,-0.0376,2.2693,0.8765,-0.3274,-1.4734,0.8167,0.75,0.4683,0
-0.2127,-1.5044,-0.5632,1.7563,0.3914,0.2344,2.8045,-0.4712,1.6087,-1.236,0
-2.2054,-0.4223,-1.2223,0.0209,0.8249,-1.1848,-0.7638,-0.7748,-1.1279,-0.3434,0
-0.8834,0.342,-1.3882,1.6617,0.2952,0.1781,-0.1287,-1.1418,-0.1506,-1.2895,0
0.9089,-1.5546,0.7033,-0.2174,-1.1361,1.5303,2.0325,0.4574,-1.5395,-0.5659,0
0.3675,-1.7606,1.0248,-0.2909,0.0911,-0.0319,-1.3269,-1.8769,1.464,1.4272,0
-0.894,0.5538,0.6128,-0.4991,0.8305,-0.4179,0.4635,0.7135,-1.2266,-0.6143,0
-0.6282,-1.2915,-1.2033,-0.0961,-0.5516,-0.8433,-0.1564,0.7274,1.9123,0.2437,0
-0.4104,-0.7795,0.9539,0.6871,0.037,0.4462,-0.4877,-1.5134,-0.4065,-0.546,0
0.525,0.6772,2.4097,-1.0692,-0.1286,0.081,0.0057,-1.0347,-0.6484,-1.994,0
0.7695,-0.8213,0.8296,-0.5443,0.1929,-1.6061,-0.0671,0.9941,-1.331,0.7146,0
-1.1179,0.2878,0.3315,-1.1589,1.4859,0.7407,1.0708,-0.4447,0.1156,-1.4452,0
-0.3238,-0.2034,0.8497,0.9607,0.8436,-0.7616,2.1544,2.2618,0.1381,1.0789,0
1.6577,1.368,-0.307,-1.1771,1.1886,0.5179,-0.9104,-3.0223,0.405,-0.2257,0
1.4046,2.0289,-0.4528,1.0755,-0.2068,-1.8759,0.5581,0.1635,1.3396,-0.3442,0
-0.4791,-1.2306,-0.4025,-0.3223,-0.0103,-1.4743,-0.423,0.2615,0.6746,1.1886,0
0.7206,-0.8669,-0.5423,-1.0669,-1.1298,0.3216,0.6946,1.3743,1.5337,0.987,0
0.4835,0.318,0.9896,1.0662,-1.2083,0.0521,2.4926,0.1908,0.2407,-0.3055,0
-0.7395,1.5601,0.8649,0.4431,0.91,-0.0818,1.5107,0.1659,0.6156,-0.3203,0
0.2872,-1.4597,-0.9799,-1.9002,-1.7582,0.5369,-0.0489,-0.3924,2.1478,-0.6074,0
0.0088,0.3566,-1.3422,1.1823,-0.2678,-0.4951,0.3579,-0.6068,1.3696,-0.3563,0
0.1778,0.6403,0.0905,1.2948,0.5688,0.5662,0.5341,-0.9652,-1.4713,-1.343,0
-0.3432,1.1252,-0.7356,-0.7903,-0.2428,-0.9389,-1.1849,0.049,-1.0653,-0.5993,0
0.6515,2.6171,0.3886,-1.059,0.4566,0.5578,-1.2217,-1.3354,-0.8253,0.8762,0
1.0242,0.5499,1.01,-1.1778,-0.0919,-0.8984,0.3576,-0.5804,-0.4746,1.4392,0
-0.267,0.7651,0.6701,-0.3223,1.8028,0.2121,-0.3762,0.4714,0.0925,-0.3543,0
1.9384,-1.1417,0.178,0.1195,0.091,-0.4667,-0.2187,-0.4735,-0.9245,0.6041,0
-0.3331,0.6148,-0.273,-0.8484,-0.8841,-0.8308,-0.6507,-0.6625,0.8178,0.413,0
0.9441,-1.2535,2.1257,0.4574,-1.7492,-1.9186,-0.9277,1.0137,1.2275,-0.9377,0
2.2496,0.3668,1.3235,-0.3394,1.2691,-1.3208,0.8628,0.0639,-1.2132,1.1671,0
0.3059,-0.4764,0.4581,-0.1109,-0.5403,-0.1895,0.165,-0.1628,-2.1504,-0.4329,0
-1.3484,0.5088,0.449,-0.3475,-1.3152,-0.4201,-0.8756,1.5769,-0.2161,0.2637,0
2.6791,0.9512,0.3869,1.7551,-0.2823,0.5557,-0.8656,-1.1103,-1.326,-0.9044,1
-0.7375,-1.2443,0.2766,-0.3152,-0.3087,0.2479,0.3894,0.2445,-0.3475,0.0023,0
0.1058,-0.7343,0.4366,0.5609,-0.0559,-1.2345,-0.0441,0.5834,0.4364,-1.7347,0
1.8858,-1.334,1.5462,0.3069,-2.2957,-0.3837,-0.8628,0.4461,-0.749,0.7678,0
0.4196,0.9847,-0.3272,-0.6076,0.2179,-0.7446,-1.682,-3.0265,-0.2981,-1.1967,0
-0.8767,-0.0581,-0.516,0.2684,-1.236,-0.7187,1.1207,0.9251,0.1447,-0.9328,0
1.672,1.0201,1.18,-0.1253,1.7191,0.5589,-1.8583,1.1207,0.8737,-0.317,1
-0.2553,-1.0512,1.002,0.1989,-0.2813,-0.2511,1.0532,0.1974,0.2674,-0.9511,0
0.9489,1.0138,0.9828,-1.8074,-1.0308,-0.8908,1.4692,-0.4032,-1.551,1.5653,0
0.6469,1.2657,-1.029,-0.5345,-0.1141,0.5152,0.5837,-0.5313,-0.5771,-0.6554,0
0.3686,-1.4037,-0.6626,0.4839,-2.0859,0.2282,0.5607,0.1328,-0.0475,0.9367,0
-0.9659,0.5042,0.8684,0.7164,-0.3165,-0.7606,-1.3912,-0.3837,-1.4161,-0.1981,0
-0.7584,-0.4593,-0.9694,0.5612,0.8039,-0.7086,1.6474,0.3343,-0.2007,0.4528,0
0.0928,-0.8506,-1.2014,1.0949,1.2929,-1.0502,-0.1527,1.0186,0.9395,0.1927,0
1.1016,-0.62,1.2755,0.9444,1.3933,0.8254,-0.4139,1.4849,-0.8412,1.1742,1
-0.4309,-0.5781,-0.4047,-0.664,0.9643,-0.5869,-0.4684,1.1026,-0.8214,1.1182,0
0.1321,-0.124,0.1068,-0.4088,-0.7215,1.0903,0.3899,-1.6089,1.932,-1.5081,0
0.6815,1.7238,0.0645,0.1571,-0.8662,-0.699,-0.1571,-1.1673,-0.2648,-0.1177,0
2.095,0.65,0.2269,0.8683,1.8763,1.3906,1.4597,-0.8547,-1.1677,1.0851,1
-0.7396,-1.263,0.8997,0.3247,-1.2175,0.177,1.4303,-1.4156,-0.6891,-0.7167,0
-2.1357,-2.315,-0.2016,-0.1376,-2.258,0.8283,-1.0178,-1.1991,0.6746,0.1804,0
1.1275,0.4295,-1.4463,0.6217,-0.6459,1.2089,2.2585,-0.6265,-0.223,-2.072,0
1.274,-0.8981,-0.994,-1.1024,-1.8471,1.3917,0.7931,-0.2197,0.7652,0.6954,0
0.4645,-0.0043,1.1665,2.2535,-0.5591,-0.7773,1.4458,-0.6418,1.2372,1.2787,0
-0.4424,-0.125,0.8816,-1.8724,-0.0183,-0.2562,-1.368,1.1218,0.1771,-1.0359,0
0.3343,-0.6753,-0.1165,-0.2735,-0.0927,0.0463,-0.4531,-0.6078,-1.1608,-1.2946,0
1.3472,0.9922,1.0162,0.3223,1.3912,1.9917,0.5306,-0.3079,0.2737,0.4705,1
0.2137,-0.0415,0.0622,-0.9442,-0.5895,0.609,-1.1687,-0.7513,0.8616,1.1763,0
1.7897,0.5982,1.9017,0.1042,2.0911,0.6034,-1.8101,-1.0867,-0.8702,0.8858,1
0.3164,-0.2902,-0.4253,1.0806,0.1569,0.1907,-0.4738,0.6589,0.2507,0.7627,0
-0.5498,0.6508,-0.2529,0.7892,1.1504,0.1523,2.0467,-0.2556,-1.1859,-0.5444,0
1.7706,0.643,0.63,0.8622,0.5658,-0.5695,1.6466,-0.7993,-0.8837,0.2344,0
-1.1159,0.1069,0.7155,-1.3027,1.2688,-1.4286,-0.7212,-0.2923,-0.034,-0.734,0
-0.0995,0.3785,-0.7273,1.2503,-0.9869,0.9835,-0.1891,-0.8888,0.3721,-1.0417,0
0.3089,-0.5428,0.9076,-0.1642,-1.1043,-1.4071,0.5306,-0.0894,-1.7205,-1.078,0
-0.0597,-0.9639,-0.4808,1.2442,0.7939,-0.3498,0.2371,0.0419,0.4843,-0.5129,0
0.1085,-1.0396,0.2567,0.3338,0.8949,0.2327,-0.976,0.9055,-0.0387,1.7556,1
-1.3982,-0.3573,-0.1465,0.3544,-1.0585,-0.7822,0.6394,-1.619,-2.0682,0.8533,0
0.0387,-1.3873,-1.6884,-0.1344,0.1613,0.6866,-0.4724,2.5028,1.4767,-0.3727,0
1.0999,-0.9172,0.3745,0.0399,-1.3334,1.0545,1.1322,-0.2073,-0.4776,0.8409,0
0.7821,-0.1697,-0.4975,0.1434,-1.7955,-0.3348,1.8203,-0.5042,0.3815,0.1792,0
-0.8871,-1.3321,-0.0485,-0.4248,0.3351,-1.3513,0.4918,-1.2431,-0.3993,-0.2995,0
1.7007,-0.6531,-2.1782,-0.0453,-0.0808,0.6428,1.0649,0.9773,0.5337,0.4721,0
1.6764,-0.5313,-0.2209,-1.5091,1.108,0.7292,-0.5182,-1.0917,-0.0075,-0.6717,0
-1.0022,1.0147,1.0136,-0.5813,0.5081,0.2581,-0.8404,0.4873,-1.9484,-0.4926,0
0.923,-0.7749,1.1817,2.193,1.0555,0.2564,0.1253,0.1684,-0.4087,1.3468,0
0.3677,0.388,0.9038,-0.1156,0.1071,-1.6112,-0.6611,-1.0558,1.7573,-0.7249,0
0.7805,-0.6975,1.3389,-0.286,-0.0112,1.8952,0.6107,1.1041,0.1369,-0.8321,0
-0.6325,0.6296,-1.5765,0.9278,1.0208,0.1171,-0.811,-0.3004,-1.1581,-2.0019,0
1.4592,-0.8028,-1.5129,1.1349,0.5357,1.6495,0.4324,0.3866,-0.3626,0.9119,0
-0.4464,1.4326,0.3098,-1.6587,0.9988,-0.4121,-0.6729,0.844,-1.1449,1.0368,0
0.8516,1.8302,1.1097,-0.5895,0.1925,-0.2105,-0.5602,0.7592,1.1665,0.4222,0
-0.2666,2.6005,0.0305,-1.8754,0.9044,1.7818,1.0453,-0.3505,0.2504,0.4307,0
0.0387,-0.2978,-2.4891,2.0611,0.2132,0.0532,-0.7777,0.244,-0.6666,0.9732,0
0.5943,-0.8445,-0.214,1.787,-1.1558,0.0331,-0.2481,0.5805,-0.3765,0.671,0
-2.2023,-0.5796,0.2731,-0.6791,1.3744,0.2275,-0.4427,0.1366,-0.2123,-0.5782,0
-0.6184,-0.2271,-1.0199,-0.5985,-0.4953,-1.2769,-1.8319,-0.678,-1.2687,1.0651,0
-0.3105,-0.1501,-0.3083,0.102,0.4381,-1.3456,0.0353,0.2944,-0.6761,-0.7889,0
-0.0235,-0.6234,-0.1967,1.423,0.7343,0.4802,-3.1774,1.4455,-0.1525,-0.3544,0
-1.315,-0.9403,1.4088,-1.3461,-0.617,0.2984,2.911,0.7602,1.1405,-0.5116,0
1.616,0.4591,2.038,1.847,-0.2365,0.4345,2.7775,-1.335,0.0244,0.3451,0
-0.4211,0.9372,0.5838,1.2588,-1.2735,-1.8232,1.5004,0.5975,1.9013,0.0232,0
0.2314,0.9297,-0.7531,-3.6314,-0.3631,0.5376,-1.3494,0.2764,0.9639,-0.7626,0
-0.528,-0.3051,-0.8741,-0.6559,-1.8267,0.5209,-1.699,1.3414,1.321,-0.5831,0
1.0147,1.5213,1.3147,1.756,1.1351,1.2504,-0.5174,-0.6935,-0.013,1.0727,1
-0.5463,-0.3977,0.3925,-0.9544,-2.0037,0.3328,-1.2109,0.8996,1.561,0.5351,0
1.294,-0.0894,-0.0479,-0.1591,0.8543,0.9843,-1.1854,-0.095,-0.4059,0.8472,0
0.5174,-1.1584,-0.0865,-0.0974,-0.5399,0.8741,-1.2249,0.2439,0.9327,-1.0892,0
-0.6857,-0.9434,-1.0381,-0.2512,-0.5948,0.5177,1.5884,0.2586,0.4276,0.6882,0
0.321,0.6799,0.6379,-0.1856,-0.9808,0.0962,0.1249,-0.3434,0.0246,1.6507,0
-0.3661,1.4538,0.2733,-0.7351,1.0528,0.5795,1.3848,-1.1997,0.0281,0.4679,0
0.3948,0.702,1.1167,-0.3708,-0.2415,1.9782,0.335,-2.0836,0.0319,-0.4187,1
1.2137,-1.0804,0.1623,-0.207,-0.9352,0.0848,0.5097,-1.2696,0.4114,0.8792,0
2.3632,-0.269,-0.4047,2.3856,0.4919,-0.9137,-0.5559,-1.0327,0.1302,1.9237,0
-0.6226,0.2962,0.3088,-0.5766,-1.3611,0.1632,0.7458,0.7119,-0.3994,-0.4766,0
-0.1105,-0.2771,1.2735,-1.2089,-0.2172,-0.0515,0.0207,-1.1043,-0.3756,-1.4743,0
1.2483,1.755,0.3506,0.2543,0.2936,-0.8239,0.1988,0.4555,-1.7317,1.2326,1
0.6838,-0.6808,-0.9969,-0.4279,-0.5467,-0.8422,-2.2209,-1.1955,2.4058,0.4465,0
0.9565,0.8093,-0.5411,-0.0702,2.5325,0.7156,-0.9374,0.1548,-0.1195,-0.5894,0
0.3548,-1.8337,0.3582,-0.0629,1.1401,-0.1398,-0.1404,0.014,-0.1834,-0.1845,0
-0.6048,0.6764,0.6399,-1.4422,-0.2689,1.3517,1.1424,0.657,-0.5148,0.4657,0
0.1605,-1.4434,1.1141,0.1287,-0.8295,-1.1464,0.5716,0.3885,1.6009,1.1428,0
1.1756,1.7902,1.3284,-0.622,0.3836,0.3759,0.7739,1.9258,-0.4016,0.3574,1
-0.4503,0.4701,-0.6134,-1.7193,0.4942,0.2917,-1.3875,0.9548,-0.3778,0.5759,0
-0.6691,0.5258,-0.5503,0.5822,-0.9677,-0.5591,-0.8256,1.7524,-1.4361,-1.4246,0
1.3849,0.5486,1.3043,0.6183,0.889,0.8098,-1.2818,-0.4287,1.1962,-1.2861,0
0.9932,0.0355,1.0996,0.7445,0.1453,-1.4293,1.714,-0.1469,1.4646,-2.3339,1
-1.9878,-0.1468,0.0863,-0.3054,-1.0377,0.2759,0.444,-0.5334,-1.0429,-0.6785,0
0.5984,-0.1479,0.0179,0.6482,0.5775,1.4254,0.5253,-0.5133,-0.3984,0.0422,0
0.9032,-1.0443,0.5644,1.2451,-1.442,0.4486,-0.7229,0.8172,0.1693,0.5286,0
